Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3,Anime_StartDate,Anime_EndDate,Manga_StartDate,Manga_EndDate
Kotonoha no Niwa,"Drama,Romance,Slice of Life",685,189,7.92,1,46 min.,Movie ,871341,7.63,2084.0,1472.0,13025.0,7,"Apr  25, 2013 to Oct  25, 2013",['Seinen'],Afternoon,"Shinkai, Makoto (Story), Motohashi, Midori (Art)",True,Drama,Romance,Slice of Life,2013-05-01,2013-05-01,2013-04-25,2013-10-25
Hanasaku Iroha,"Comedy,Drama,Slice of Life",682,617,7.92,26,24 min. per ep.,TV ,333330,7.31,4648.0,6524.0,2874.0,24,"Nov  22, 2010 to Sep  22, 2012",['Shounen'],Gangan Joker,"Chida, Eight (Art)",True,Comedy,Drama,Slice of Life,2011-04-01,2011-09-01,2010-11-22,2012-09-22
Bungou Stray Dogs: Dead Apple,"Action,Comedy,Mystery,Supernatural",688,905,7.91,1,1 hr. 30 min.,Movie ,284837,8.2,423.0,3293.0,6081.0,15,"Mar  9, 2018 to Jun  29, 2023",[],Young Ace UP,Ganjii (Art),True,Action,Comedy,Mystery,2018-03-01,2018-03-01,2018-03-09,2023-06-29
Bungou Stray Dogs,"Action,Comedy,Mystery,Supernatural",848,91,7.82,12,23 min. per ep.,TV ,1409369,8.52,132.0,157.0,88304.0,Unknown,"Dec  4, 2012 to ?",['Seinen'],Young Ace,"Asagiri, Kafka (Story), Harukawa35 (Art)",True,Action,Comedy,Mystery,2016-04-01,2016-06-01,2012-12-04,Ongoing or Hiatus
Udon no Kuni no Kiniro Kemari,"Fantasy,Slice of Life",996,1500,7.75,12,22 min. per ep.,TV ,135688,7.34,4280.0,7687.0,2350.0,72,"Jun  21, 2012 to Feb  15, 2019",['Seinen'],Comic@Bunch,"Shinomaru, Nodoka (Story & Art)",True,Fantasy,Slice of Life,,2016-10-01,2016-12-01,2012-06-21,2019-02-15
Mairimashita! Iruma-kun,"Comedy,Fantasy,Supernatural",997,516,7.74,23,23 min. per ep.,TV ,495696,8.34,262.0,285.0,55546.0,Unknown,"Mar  2, 2017 to ?",['Shounen'],Shounen Champion (Weekly),"Nishi, Osamu (Story & Art)",True,Comedy,Fantasy,Supernatural,2019-10-01,2020-03-01,2017-03-02,Ongoing or Hiatus
Tsuki ga Michibiku Isekai Douchuu,"Action,Adventure,Comedy,Fantasy",1047,723,7.72,12,23 min. per ep.,TV ,453233,7.96,834.0,2152.0,9041.0,Unknown,"May  28, 2013 to ?",[],,"Azumi, Kei (Story), Matsumoto, Mitsuaki (Art)",True,Action,Adventure,Comedy,2021-07-01,2021-09-01,2013-05-28,Ongoing or Hiatus
Kami nomi zo Shiru Sekai,"Comedy,Romance,Supernatural",1150,300,7.68,12,23 min. per ep.,TV ,632370,8.47,164.0,117.0,108817.0,271,"Apr  9, 2008 to Apr  23, 2014",['Shounen'],Shounen Sunday,"Wakaki, Tamiki (Story & Art)",True,Comedy,Romance,Supernatural,2010-10-01,2010-12-01,2008-04-09,2014-04-23
Akage no Anne,"Drama,Slice of Life",1049,3613,7.72,50,25 min. per ep.,TV ,34236,7.31,4624.0,10455.0,1586.0,18,1997,['Shoujo'],,"Igarashi, Yumiko (Art), Montgomery, Lucy Maud (Story)",True,Drama,Slice of Life,,1979-01-01,1979-12-01,1997-01-01,Ongoing or Hiatus
Saint Seiya,"Adventure,Fantasy,Sci-Fi",1000,1139,7.74,114,24 min. per ep.,TV ,190500,7.54,2647.0,941.0,18807.0,110,"Dec  3, 1985 to Nov  6, 1990",['Shounen'],Shounen Jump (Weekly),"Kurumada, Masami (Story & Art)",True,Adventure,Fantasy,Sci-Fi,1986-10-01,1989-04-01,1985-12-03,1990-11-06
Urusei Yatsura,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",1098,2181,7.7,195,25 min. per ep.,TV ,90530,7.79,1330.0,1580.0,12245.0,366,"Aug  30, 1978 to Jan  21, 1987",['Shounen'],Shounen Sunday,"Takahashi, Rumiko (Story & Art)",True,Action,Adventure,Comedy,1981-10-01,1986-03-01,1978-08-30,1987-01-21
Inuyashiki,"Action,Drama,Sci-Fi",1200,316,7.66,11,22 min. per ep.,TV ,653870,7.59,2262.0,263.0,59130.0,85,"Jan  28, 2014 to Jul  25, 2017",['Seinen'],Evening,"Oku, Hiroya (Story & Art)",True,Action,Drama,Sci-Fi,2017-10-01,2017-12-01,2014-01-28,2017-07-25
Hai to Gensou no Grimgar,"Action,Adventure,Drama,Fantasy",1199,241,7.66,12,24 min. per ep.,TV ,740397,8.25,354.0,819.0,21421.0,Unknown,"Jun  25, 2013 to ?",[],,"Jyumonji, Ao (Story), Shirai, Eiri (Art)",True,Action,Adventure,Drama,2016-01-01,2016-03-01,2013-06-25,Ongoing or Hiatus
Hana yori Dango,"Drama,Romance",1244,2491,7.64,51,25 min. per ep.,TV ,63086,7.92,916.0,688.0,25261.0,244,Oct  1992 to Apr  2008,['Shoujo'],Margaret,"Kamio, Yoko (Story & Art)",True,Drama,Romance,,1996-09-01,1997-08-01,1992-10-01,2008-04-01
Fruits Basket,"Drama,Fantasy,Romance",1147,357,7.68,26,24 min. per ep.,TV ,542402,8.52,126.0,76.0,141147.0,136,"Jul  18, 1998 to Nov  20, 2006",['Shoujo'],Hana to Yume,"Takaya, Natsuki (Story & Art)",True,Drama,Fantasy,Romance,2001-07-01,2001-12-01,1998-07-18,2006-11-20
Shoujo Kakumei Utena: Adolescence Mokushiroku,"Avant Garde,Drama,Fantasy,Girls Love,Romance",1298,2765,7.62,1,1 hr. 30 min.,Movie ,54817,7.37,3977.0,5959.0,3160.0,2,1999,['Shoujo'],,"Saitou, Chiho (Story & Art)",True,Avant Garde,Drama,Fantasy,1999-08-01,1999-08-01,1999-01-01,Ongoing or Hiatus
Soredemo Sekai wa Utsukushii,"Adventure,Fantasy,Romance",1299,705,7.62,12,22 min. per ep.,TV ,318148,7.93,891.0,724.0,24027.0,150,"Mar  5, 2009 to May  20, 2020",['Shoujo'],Hana to Yume,"Shiina, Dai (Story & Art)",True,Adventure,Fantasy,Romance,2014-04-01,2014-06-01,2009-03-05,2020-05-20
"Yondemasu yo, Azazel-san.","Comedy,Supernatural",1399,3500,7.58,4,21 min. per ep.,OVA ,32764,7.41,3628.0,6724.0,2769.0,162,"Oct  9, 2007 to Dec  21, 2018",['Seinen'],Evening,"Yasuhisa, Kubo (Story & Art)",True,Comedy,Supernatural,,2010-02-01,2014-06-01,2007-10-09,2018-12-21
Ichigo Mashimaro,"Comedy,Slice of Life",1247,1890,7.64,12,24 min. per ep.,TV ,112813,7.91,941.0,2575.0,7668.0,Unknown,"Feb  15, 2002 to ?",[],Dengeki Daioh,Barasui (Story & Art),True,Comedy,Slice of Life,,2005-07-01,2005-10-01,2002-02-15,Ongoing or Hiatus
World Trigger,"Action,Sci-Fi,Supernatural",1398,511,7.58,73,23 min. per ep.,TV ,426112,7.81,1257.0,350.0,46150.0,Unknown,"Feb  9, 2013 to ?",['Shounen'],Jump SQ.,"Ashihara, Daisuke (Story & Art)",True,Action,Sci-Fi,Supernatural,2014-10-01,2016-04-01,2013-02-09,Ongoing or Hiatus
Tensura Nikki: Tensei shitara Slime Datta Ken,"Comedy,Fantasy,Slice of Life",1447,751,7.57,12,23 min. per ep.,TV ,342986,7.75,1486.0,3527.0,5631.0,Unknown,"Apr  26, 2018 to ?",['Shounen'],Shounen Sirius,Shiba (Story & Art),True,Comedy,Fantasy,Slice of Life,2021-04-01,2021-06-01,2018-04-26,Ongoing or Hiatus
Jigoku Sensei Nube,"Adventure,Comedy,Horror,Romance,Supernatural",1498,4386,7.55,49,24 min. per ep.,TV ,21813,7.6,2225.0,5247.0,3655.0,279,"Aug  24, 1993 to May  11, 1999",['Shounen'],Shounen Jump (Weekly),"Okano, Takeshi (Art), Makura, Shou (Story)",True,Adventure,Comedy,Horror,1996-04-01,1997-06-01,1993-08-24,1999-05-11
Giant Killing,"Drama,Sports",1494,2285,7.55,26,24 min. per ep.,TV ,71370,8.0,742.0,1554.0,12509.0,Unknown,"Jan  11, 2007 to ?",['Seinen'],Morning,"Tsunamoto, Masaya (Story), Tsujitomo (Art)",True,Drama,Sports,,2010-04-01,2010-09-01,2007-01-11,Ongoing or Hiatus
Densetsu no Yuusha no Densetsu,"Action,Adventure,Fantasy",1546,711,7.54,24,24 min. per ep.,TV ,303673,7.87,1061.0,4506.0,4320.0,56,"Feb  25, 2002 to Oct  25, 2006",[],,"Kagami, Takaya (Story), Toyota, Saori (Art)",True,Action,Adventure,Fantasy,2010-07-01,2010-12-01,2002-02-25,2006-10-25
Candy Candy,"Drama,Slice of Life",1545,3655,7.54,115,25 min. per ep.,TV ,32065,7.97,795.0,4293.0,4542.0,44,Mar  1975 to Feb  1979,['Shoujo'],Nakayoshi,"Igarashi, Yumiko (Art), Nagita, Keiko (Story)",True,Drama,Slice of Life,,1976-10-01,1979-02-01,1975-03-01,1979-02-01
Baka to Test to Shoukanjuu,"Comedy,Romance",1543,287,7.54,13,24 min. per ep.,TV ,639468,7.9,982.0,2281.0,8525.0,143,"Jan  29, 2007 to Mar  30, 2015",[],,"Haga, Yui (Art), Inoue, Kenji (Story)",True,Comedy,Romance,,2010-01-01,2010-04-01,2007-01-29,2015-03-30
Hime-chan no Ribbon,"Comedy,Fantasy,Romance",1699,5996,7.49,61,24 min. per ep.,TV ,10310,7.91,947.0,10067.0,1671.0,45,"Jul  3, 1990 to Dec  1, 1993",['Shoujo'],Ribon Magazine,"Mizusawa, Megumi (Story & Art)",True,Comedy,Fantasy,Romance,1992-10-01,1993-12-01,1990-07-03,1993-12-01
Hellsing,"Action,Horror,Supernatural",1694,247,7.49,13,23 min. per ep.,TV ,732746,8.29,309.0,145.0,93614.0,92,"Apr  30, 1997 to Sep  30, 2008",['Seinen'],Young King OURs,"Hirano, Kouta (Story & Art)",True,Action,Horror,Supernatural,2001-10-01,2002-01-01,1997-04-30,2008-09-30
Hanbun no Tsuki ga Noboru Sora,"Comedy,Drama,Romance",1693,1791,7.49,6,24 min. per ep.,TV ,101631,8.02,705.0,7411.0,2464.0,41,"Oct  10, 2003 to Aug  10, 2006",[],,"Hashimoto, Tsumugu (Story), Yamamoto, Keiji (Art)",True,Comedy,Drama,Romance,2006-01-01,2006-02-01,2003-10-10,2006-08-10
Special A,"Comedy,Romance",1598,549,7.52,24,24 min. per ep.,TV ,369110,7.91,943.0,397.0,41425.0,104,"Feb  26, 2003 to Mar  19, 2009",['Shoujo'],Hana to Yume,"Minami, Maki (Story & Art)",True,Comedy,Romance,,2008-04-01,2008-09-01,2003-02-26,2009-03-19
Angel Densetsu,"Action,Comedy",1748,3295,7.47,2,24 min. per ep.,OVA ,40983,8.29,313.0,288.0,55228.0,89,"May  7, 1992 to Feb  5, 2000",['Shounen'],Shounen Jump (Monthly),"Yagi, Norihiro (Story & Art)",True,Action,Comedy,,1996-12-01,1996-12-01,1992-05-07,2000-02-05
Akame ga Kill!,"Action,Fantasy",1747,28,7.47,24,23 min. per ep.,TV ,2106053,7.83,1174.0,46.0,175546.0,80,"Apr  22, 2010 to Dec  22, 2016",['Shounen'],Gangan Joker,"Tashiro, Tetsuya (Art), Takahiro (Story)",True,Action,Fantasy,,2014-07-01,2014-12-01,2010-04-22,2016-12-22
Ajin,"Action,Horror,Mystery,Supernatural",1950,334,7.42,13,24 min. per ep.,TV ,592814,7.98,774.0,86.0,130280.0,84,"Jul  6, 2012 to Feb  5, 2021",['Seinen'],good! Afternoon,"Sakurai, Gamon (Story & Art), Miura, Tsuina (Story)",True,Action,Horror,Mystery,2016-01-01,2016-04-01,2012-07-06,2021-02-05
Rozen Maiden,"Action,Comedy,Drama",1939,1007,7.42,12,24 min. per ep.,TV ,206874,7.98,789.0,2217.0,8762.0,68,"Apr  17, 2008 to Jan  23, 2014",['Seinen'],Young Jump,PEACH‐PIT (Story & Art),True,Action,Comedy,Drama,2004-10-01,2004-12-01,2008-04-17,2014-01-23
Mitsuboshi Colors,"Comedy,Slice of Life",1935,1861,7.42,12,23 min. per ep.,TV ,102232,7.63,2062.0,3742.0,5313.0,72,"Jul  26, 2014 to Jun  27, 2020",[],Dengeki Daioh,Katsuwo (Story & Art),True,Comedy,Slice of Life,,2018-01-01,2018-03-01,2014-07-26,2020-06-27
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Action,Fantasy",2149,279,7.37,13,23 min. per ep.,TV ,810899,8.03,691.0,3464.0,5748.0,Unknown,"Mar  10, 2018 to ?",[],,"Shizuma, Yoshinori (Art), Shuu (Story)",True,Action,Fantasy,,2020-07-01,2020-09-01,2018-03-10,Ongoing or Hiatus
Oruchuban Ebichu,"Comedy,Ecchi",2100,2722,7.38,24,8 min. per ep.,TV ,53702,7.03,8222.0,15449.0,905.0,Unknown,Jul  1997 to Jan  2008,[],,"Itou, Risa (Story & Art)",True,Comedy,Ecchi,,1999-08-01,1999-10-01,1997-07-01,2008-01-01
Lodoss-tou Senki,"Action,Adventure,Fantasy,Supernatural",2147,2386,7.37,13,25 min. per ep.,OVA ,78930,7.28,4952.0,13295.0,1132.0,37,"Apr  1, 1988 to Mar  1, 1993",[],,"Izubuchi, Yutaka (Art), Mizuno, Ryou (Story)",True,Action,Adventure,Fantasy,1990-06-01,1991-11-01,1988-04-01,1993-03-01
Futatsu no Spica,"Drama,Sci-Fi,Supernatural",2198,5611,7.36,20,25 min. per ep.,TV ,11105,8.14,509.0,3242.0,6159.0,97,"Sep  5, 2001 to Aug  5, 2009",['Seinen'],Comic Flapper,"Yaginuma, Kou (Story & Art)",True,Drama,Sci-Fi,Supernatural,2003-11-01,2004-03-01,2001-09-05,2009-08-05
Hitorijime My Hero,"Boys Love,Drama,Romance,Slice of Life",2288,1297,7.34,12,24 min. per ep.,TV ,171425,7.57,2387.0,1530.0,12601.0,Unknown,"May  28, 2011 to ?",[],gateau,"Arii, Memeco (Story & Art)",True,Boys Love,Drama,Romance,2017-07-01,2017-09-01,2011-05-28,Ongoing or Hiatus
Ganbare Genki,"Action,Comedy,Sports",2285,9458,7.34,35,23 min. per ep.,TV ,3295,7.55,2523.0,18825.0,655.0,225,1976 to  1981,['Shounen'],Shounen Sunday,"Koyama, Yuu (Story & Art)",True,Action,Comedy,Sports,1980-07-01,1981-04-01,1976-01-01,1981-01-01
Mushibugyou,"Action,Fantasy,Ecchi",2345,1960,7.32,26,23 min. per ep.,TV ,91797,7.01,8635.0,7702.0,2347.0,15,"Aug  25, 2009 to Sep  25, 2010",['Shounen'],Shounen Sunday Super,"Fukuda, Hiroshi (Story & Art)",True,Action,Fantasy,Ecchi,2013-04-01,2013-09-01,2009-08-25,2010-09-25
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Action,Fantasy",2397,1395,7.31,12,23 min. per ep.,TV ,311893,7.22,5624.0,4291.0,4546.0,Unknown,"Jun  25, 2015 to ?",[],,"KeG (Art), Hakari, Enki (Story)",True,Action,Fantasy,,2022-04-01,2022-06-01,2015-06-25,Ongoing or Hiatus
GJ-bu,"Comedy,Slice of Life",2400,1185,7.31,12,23 min. per ep.,TV ,175993,7.44,3353.0,11729.0,1348.0,324,"Mar  18, 2010 to Mar  16, 2012",[],,"Araki, Shin (Story), Aruya (Art)",True,Comedy,Slice of Life,,2013-01-01,2013-03-01,2010-03-18,2012-03-16
Senyuu.,"Action,Comedy,Fantasy",2450,1607,7.3,13,4 min. per ep.,TV ,117042,7.95,856.0,3722.0,5336.0,32,"May  2, 2012 to Apr  4, 2013",['Shounen'],Jump SQ.,"Haruhara, Robinson (Story & Art)",True,Action,Comedy,Fantasy,2013-01-01,2013-04-01,2012-05-02,2013-04-04
Ginban Kaleidoscope,"Drama,Romance,Sports,Supernatural",2398,2735,7.31,12,24 min. per ep.,TV ,50366,7.17,6288.0,17865.0,713.0,Unknown,"Aug  20, 2005 to  2006",['Shoujo'],Margaret,"Hasegawa, Jun (Art), Kaibara, Rei (Story)",True,Drama,Romance,Sports,2005-10-01,2005-12-01,2005-08-20,2006-01-01
Tales of the Abyss,"Adventure,Drama,Fantasy",2549,1522,7.29,26,24 min. per ep.,TV ,123680,7.41,3609.0,6762.0,2750.0,53,"Oct  27, 2005 to Nov  27, 2010",['Seinen'],Dengeki Maoh,"Rei (Art), Bandai-Namco (Story)",True,Adventure,Drama,Fantasy,2008-10-01,2009-03-01,2005-10-27,2010-11-27
Cuticle Tantei Inaba,"Action,Comedy,Mystery,Supernatural",2600,1789,7.27,12,23 min. per ep.,TV ,107013,7.39,3847.0,6984.0,2644.0,127,"Aug  18, 2007 to Mar  18, 2017",[],GFantasy,Mochi (Story & Art),True,Action,Comedy,Mystery,2013-01-01,2013-03-01,2007-08-18,2017-03-18
MÄR,"Action,Adventure,Comedy,Fantasy",2649,2698,7.26,102,24 min. per ep.,TV ,53456,7.36,4062.0,1145.0,15806.0,161,May  2003 to Jul  2006,['Shounen'],Shounen Sunday,"Anzai, Nobuyuki (Story & Art)",True,Action,Adventure,Comedy,2005-04-01,2007-03-01,2003-05-01,2006-07-01
Mayo Chiki!,"Comedy,Romance,Ecchi",2647,398,7.26,13,24 min. per ep.,TV ,497862,7.89,1023.0,2648.0,7496.0,76,"Nov  21, 2009 to Jul  23, 2012",[],,"Asano, Hajime (Story), Kikuchi, Seiji (Art)",True,Comedy,Romance,Ecchi,2011-07-01,2011-09-01,2009-11-21,2012-07-23
Maoyuu Maou Yuusha,"Adventure,Fantasy,Romance",2645,421,7.26,12,23 min. per ep.,TV ,490526,7.9,991.0,2683.0,7399.0,63,"Dec  29, 2010 to Jan  21, 2012",[],,"Touno, Mamare (Story), toi8 (Art)",True,Adventure,Fantasy,Romance,2013-01-01,2013-03-01,2010-12-29,2012-01-21
Yamada-kun to 7-nin no Majo,"Comedy,Supernatural",2643,2513,7.27,1,2 min.,TV ,795999,8.05,662.0,104.0,116588.0,246,"Feb  22, 2012 to Feb  22, 2017",['Shounen'],Shounen Magazine (Weekly),"Yoshikawa, Miki (Story & Art)",True,Comedy,Supernatural,,2015-04-01,2015-06-01,2012-02-22,2017-02-22
Koutetsujou no Kabaneri,"Action,Drama,Fantasy,Horror,Supernatural",2700,211,7.26,12,22 min. per ep.,TV ,819508,7.79,1313.0,14691.0,978.0,Unknown,"Jul  9, 2016 to Aug  10, 2016",[],,"Miwa, Kiyomune (Story)",True,Action,Drama,Fantasy,2016-04-01,2016-07-01,2016-07-09,2016-08-10
Kinnikuman,"Adventure,Comedy,Sports",2699,5448,7.26,137,24 min. per ep.,TV ,13449,7.71,1643.0,4608.0,4220.0,Unknown,"May  15, 1979 to ?",['Shounen'],ShuuPlay News,Yudetamago (Story & Art),True,Adventure,Comedy,Sports,1983-04-01,1986-10-01,1979-05-15,Ongoing or Hiatus
"Tokyo Ghoul: ""Jack""","Action,Fantasy,Horror",2363,862,7.32,1,30 min.,OVA ,255939,7.39,3766.0,559.0,30387.0,7,Aug  2013 to Sep  2013,['Seinen'],Jump LIVE,"Ishida, Sui (Story & Art)",True,Action,Fantasy,Horror,2015-09-01,2015-09-01,2013-08-01,2013-09-01
Bokura ga Ita,"Drama,Romance,Slice of Life",2597,897,7.27,26,25 min. per ep.,TV ,232702,7.98,783.0,327.0,48388.0,70,"Apr  13, 2002 to Feb  13, 2012",['Shoujo'],Betsucomi,"Obata, Yuuki (Story & Art)",True,Drama,Romance,Slice of Life,2006-07-01,2006-12-01,2002-04-13,2012-02-13
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Horror,Mystery",2798,152,7.23,13,24 min. per ep.,TV ,947854,7.05,8006.0,1929.0,9905.0,17,"Mar  26, 2013 to Jul  26, 2014",['Shounen'],Shounen Ace,"Tsukimi, Takashi (Story & Art)",True,Horror,Mystery,,2013-07-01,2013-09-01,2013-03-26,2014-07-26
Souten Kouro,"Action,Adventure",2638,4438,7.27,26,23 min. per ep.,TV ,19213,7.16,6484.0,12128.0,1290.0,409,"Oct  27, 1994 to Nov  10, 2005",['Seinen'],Morning,"Yi, Hagin (Story), King, Gonta (Art)",True,Action,Adventure,,2009-04-01,2009-09-01,1994-10-27,2005-11-10
Patalliro!,"Adventure,Boys Love,Comedy,Romance",2845,6439,7.22,49,24 min. per ep.,TV ,9120,7.77,1391.0,13429.0,1115.0,Unknown,Nov  1979 to ?,['Shoujo'],Bessatsu Hana to Yume,"Maya, Mineo (Story & Art)",True,Adventure,Boys Love,Comedy,1982-04-01,1983-05-01,1979-11-01,Ongoing or Hiatus
Kakegurui,"Drama,Mystery",2696,81,7.26,12,24 min. per ep.,TV ,1499612,7.74,1500.0,267.0,58554.0,Unknown,"Mar  22, 2014 to ?",['Shounen'],Gangan Joker,"Naomura, Tooru (Art), Kawamoto, Homura (Story)",True,Drama,Mystery,,2017-07-01,2017-09-01,2014-03-22,Ongoing or Hiatus
Quanzhi Fashi,"Action,Fantasy",2848,1609,7.22,12,18 min. per ep.,ONA ,140484,7.06,7811.0,4803.0,4022.0,Unknown,"Jan  1, 2018 to ?",[],Tencent Animation,"Luan (Story), Yuedong Wenghua (Art)",True,Action,Fantasy,,2016-09-01,2016-11-01,2018-01-01,Ongoing or Hiatus
Yu☆Gi☆Oh!,"Action,Comedy,Fantasy",2950,901,7.21,27,24 min. per ep.,TV ,248497,7.66,1863.0,423.0,38931.0,343,"Sep  17, 1996 to Mar  8, 2004",['Shounen'],Shounen Jump (Weekly),"Takahashi, Kazuki (Story & Art)",True,Action,Comedy,Fantasy,1998-04-01,1998-10-01,1996-09-17,2004-03-08
Planet With,"Action,Sci-Fi",3050,2534,7.18,12,23 min. per ep.,TV ,57831,7.14,6732.0,11133.0,1449.0,50,"Apr  28, 2018 to Jul  29, 2022",['Seinen'],Young King OURs,"Mizukami, Satoshi (Story & Art)",True,Action,Sci-Fi,,2018-07-01,2018-09-01,2018-04-28,2022-07-29
Area no Kishi,"Comedy,Sports",2999,2199,7.19,37,25 min. per ep.,TV ,76152,7.49,2989.0,2048.0,9346.0,503,"Apr  26, 2006 to Mar  29, 2017",['Shounen'],Shounen Magazine (Weekly),"Kibayashi, Shin (Story), Tsukiyama, Kaya (Art)",True,Comedy,Sports,,2012-01-01,2012-09-01,2006-04-26,2017-03-29
Ookami-san to Shichinin no Nakama-tachi,"Comedy,Romance",3045,754,7.18,12,24 min. per ep.,TV ,279250,7.24,5376.0,6808.0,2724.0,30,"Feb  27, 2010 to Aug  27, 2012",[],Dengeki Daioh,"Okita, Masashi (Story), Suzushiro, Kurumi (Art)",True,Comedy,Romance,,2010-07-01,2010-09-01,2010-02-27,2012-08-27
Suzuka,"Drama,Romance,Sports",3037,1621,7.19,26,23 min. per ep.,TV ,117151,7.87,1053.0,322.0,48882.0,171,"Feb  18, 2004 to Sep  19, 2007",['Shounen'],Shounen Magazine (Weekly),"Seo, Kouji (Story & Art)",True,Drama,Romance,Sports,2005-07-01,2005-12-01,2004-02-18,2007-09-19
Sola,"Drama,Romance,Slice of Life,Supernatural",3034,1782,7.19,13,24 min. per ep.,TV ,101383,7.15,6502.0,7679.0,2353.0,15,"Dec  21, 2006 to Feb  21, 2008",['Shounen'],Dengeki Daioh,"Abeno, Chaco (Art), Hisaya, Naoki (Story)",True,Drama,Romance,Slice of Life,2007-04-01,2007-06-01,2006-12-21,2008-02-21
Blood-C: The Last Dark,"Action,Horror,Supernatural",3095,1868,7.17,1,1 hr. 46 min.,Movie ,103792,7.15,6569.0,16591.0,806.0,Unknown,"Jun  2, 2012",[],,CLAMP (Story),True,Action,Horror,Supernatural,2012-06-01,2012-06-01,2012-06-02,Ongoing or Hiatus
Chuukan Kanriroku Tonegawa,"Comedy,Drama",3097,3116,7.17,24,23 min. per ep.,TV ,42092,7.15,6578.0,14377.0,1013.0,86,"Jun  20, 2015 to Jun  8, 2020",['Seinen'],Comic Days,"Hagiwara, Tensei (Story), Hashimoto, Tomohiro (Art), Miyoshi, Tomoki (Art)",True,Comedy,Drama,,2018-07-01,2018-12-01,2015-06-20,2020-06-08
Kujira no Kora wa Sajou ni Utau,"Drama,Fantasy,Mystery",3089,951,7.18,12,23 min. per ep.,TV ,232591,7.68,1781.0,1211.0,15226.0,99,"Jun  6, 2013 to Jan  6, 2023",['Shoujo'],Mystery Bonita,"Umeda, Abi (Story & Art)",True,Drama,Fantasy,Mystery,2017-10-01,2017-12-01,2013-06-06,2023-01-06
Kotoura-san,"Comedy,Drama,Romance",3088,612,7.18,12,23 min. per ep.,TV ,341373,7.04,8057.0,5749.0,3296.0,Unknown,"Jul  30, 2010 to Mar  26, 2015",[],Manga Goccha,Enokids (Story & Art),True,Comedy,Drama,Romance,2013-01-01,2013-03-01,2010-07-30,2015-03-26
Joukamachi no Dandelion,"Comedy,Slice of Life",3085,1234,7.18,12,24 min. per ep.,TV ,171990,7.43,3459.0,4584.0,4243.0,Unknown,"Feb  16, 2012 to ?",['Seinen'],Manga Time Kirara Miracle!,"Kasuga, Ayumu (Story & Art)",True,Comedy,Slice of Life,,2015-07-01,2015-09-01,2012-02-16,Ongoing or Hiatus
Hentai Ouji to Warawanai Neko.,"Comedy,Romance,Supernatural",3080,431,7.18,12,24 min. per ep.,TV ,452824,7.54,2620.0,4098.0,4817.0,72,"Oct  25, 2010 to Mar  25, 2019",[],,"Sagara, Sou (Story), Kantoku (Art)",True,Comedy,Romance,Supernatural,2013-04-01,2013-06-01,2010-10-25,2019-03-25
Guin Saga,"Adventure,Fantasy",3078,2922,7.18,26,24 min. per ep.,TV ,44695,7.49,2993.0,9380.0,1827.0,Unknown,"Sep  30, 1979 to ?",[],,"Amano, Yoshitaka (Art), Kurimoto, Kaoru (Story), Godai, Yuu (Story), Yohino, Yume (Story)",True,Adventure,Fantasy,,2009-04-01,2009-09-01,1979-09-30,Ongoing or Hiatus
Fate/Apocrypha,"Action,Drama,Fantasy,Supernatural",3075,427,7.18,25,23 min. per ep.,TV ,481939,7.58,2371.0,3611.0,5490.0,26,"Dec  29, 2012 to Dec  30, 2014",[],,"Higashide, Yuuichirou (Story), Konoe, Ototsugu (Art)",True,Action,Drama,Fantasy,2017-07-01,2017-12-01,2012-12-29,2014-12-30
D.N.Angel,"Action,Comedy,Fantasy,Romance",3071,1077,7.18,26,23 min. per ep.,TV ,186121,7.42,3512.0,591.0,29186.0,108,"1997 to Jan  22, 2021",['Shoujo'],Asuka,"Sugisaki, Yukiru (Story & Art)",True,Action,Comedy,Fantasy,2003-04-01,2003-09-01,1997-01-01,2021-01-22
Arte,"Drama,Slice of Life",3068,1588,7.18,12,24 min. per ep.,TV ,132431,7.91,936.0,1525.0,12653.0,Unknown,"Oct  25, 2013 to ?",['Seinen'],Comic Zenon,"Ookubo, Kei (Story & Art)",True,Drama,Slice of Life,,2020-04-01,2020-06-01,2013-10-25,Ongoing or Hiatus
Slayers Premium,"Adventure,Comedy,Fantasy",3058,4352,7.18,1,33 min.,Movie ,20243,7.18,6112.0,16113.0,843.0,5,Mar  2002,['Shounen'],Dragon Junior,"Ohtsuka, Tommy (Art)",True,Adventure,Comedy,Fantasy,2001-12-01,2001-12-01,2002-03-01,Ongoing or Hiatus
Mouryou no Hako,"Mystery,Supernatural,Suspense",3147,2445,7.16,13,23 min. per ep.,TV ,63255,7.42,3537.0,7738.0,2336.0,10,"Aug  22, 2007 to Apr  22, 2010",['Seinen'],Comic Kwai,"Shimizu, Aki (Art), Kyougoku, Natsuhiko (Story)",True,Mystery,Supernatural,Suspense,2008-10-01,2008-12-01,2007-08-22,2010-04-22
